,model,task,accuracy,precision,recall,f1,train_time_s,params
Scratch Multiclass,BiLSTM (scratch),Multiclass (4),,,,,,
FineTune Multiclass,DistilBERT (fine-tuned),Multiclass (4),0.9275,0.9277,0.9275,0.9275,227.50597500801086,66956548
